序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1374,002795,永和智控,4.65,-1.48,-0.07,96736.0,44639199.56,4.45,4.74,4.53,4.73,4.72,1.66,2.22,-27.55,4.31,2072756463.0,2022389844.0,0.43,-0.21,-9.53,13.97
1375,600889,南京化纤,15.35,-1.48,-0.23,41818.0,64299271.0,3.02,15.67,15.2,15.53,15.58,0.77,1.14,-31.62,16.76,5623411254.0,5623411254.0,-0.13,-0.2,0.33,-13.57
1376,300864,南大环境,19.37,-1.48,-0.29,9763.0,18918258.49,2.75,19.72,19.18,19.66,19.66,1.97,0.62,18.33,2.38,3055827451.0,3055827451.0,0.16,0.16,-2.86,-3.73
1377,601311,骆驼股份,10.63,-1.48,-0.16,281117.0,301597852.0,4.08,10.96,10.52,10.79,10.79,1.24,2.4,11.73,1.28,12470543234.0,12470543234.0,-0.19,-0.09,21.35,32.88
1378,301289,国缆检测,50.21,-1.49,-0.76,6938.0,34972394.0,4.59,51.78,49.44,50.96,50.97,1.9,0.89,45.79,4.06,3916380000.0,3893890941.0,0.2,0.12,2.81,3.63
1379,002888,惠威科技,19.21,-1.49,-0.29,26155.0,50301187.6,2.67,19.54,19.02,19.47,19.5,1.7,3.49,160.91,7.49,2836229945.0,1439271214.0,-0.1,-0.16,6.19,5.43
1380,002742,*ST三圣,4.63,-1.49,-0.07,24882.0,11541226.0,2.77,4.72,4.59,4.72,4.7,1.14,0.58,-7.64,-3.64,2000160000.0,1999502920.0,0.22,0.22,-5.51,12.65
1381,300406,九强生物,13.18,-1.49,-0.2,27430.0,36254284.0,2.32,13.42,13.11,13.4,13.38,1.64,0.65,22.05,1.98,7727547717.0,5593808877.0,0.08,0.0,-4.28,4.11
1382,601333,广深铁路,3.3,-1.49,-0.05,385126.0,127421976.0,2.09,3.35,3.28,3.35,3.35,1.41,0.68,10.54,0.84,23375672100.0,18652382100.0,-0.3,-0.3,17.02,-1.79
1383,601208,东材科技,22.44,-1.49,-0.34,506106.0,1167538814.0,9.83,24.53,22.29,23.5,22.78,1.65,4.97,60.02,3.93,22846564195.0,22846564195.0,-0.62,-0.53,130.63,201.61
1384,300745,欣锐科技,21.85,-1.49,-0.33,36286.0,79419769.57,2.34,22.18,21.66,22.16,22.18,1.29,2.57,-27.79,1.63,3662374443.0,3088702934.0,0.23,0.05,14.82,37.25
1385,688553,汇宇制药-W,24.45,-1.49,-0.37,41743.0,103054037.0,4.27,25.28,24.22,24.82,24.82,0.88,1.22,-64.15,2.8,10357020000.0,8399546276.0,-0.29,-0.45,45.1,65.88
1386,002293,罗莱生活,7.95,-1.49,-0.12,35699.0,28474381.5,1.73,8.07,7.93,8.07,8.07,1.46,0.43,17.87,1.64,6631035224.0,6571534149.0,0.13,-0.13,-6.58,10.42
1387,603112,华翔股份,16.54,-1.49,-0.25,57052.0,94793124.0,3.45,16.97,16.39,16.8,16.79,0.95,1.13,15.36,2.12,8917881112.0,8355986779.0,-0.06,0.18,-5.38,33.6
1388,300374,中铁装配,15.92,-1.49,-0.24,31727.0,50324346.0,3.22,16.2,15.68,16.06,16.16,1.4,1.63,-52.95,4.72,3914924405.0,3103358832.0,0.32,0.51,0.82,-9.9
1389,300501,海顺新材,17.82,-1.49,-0.27,64160.0,114173869.0,4.7,18.38,17.53,18.01,18.09,1.75,5.12,63.59,2.21,3448845699.0,2231086952.0,0.17,-0.22,-4.04,36.13
1390,002406,远东传动,7.9,-1.5,-0.12,161357.0,126635473.35,2.99,8.01,7.77,7.99,8.02,1.15,2.68,52.73,1.45,5768778148.0,4757481894.0,0.25,-0.13,6.18,25.4
1391,600006,东风股份,7.22,-1.5,-0.11,163091.0,117866214.0,2.46,7.34,7.16,7.34,7.33,1.37,0.82,74.28,1.73,14440000000.0,14440000000.0,0.0,-0.28,0.14,-2.04
1392,601633,长城汽车,24.29,-1.5,-0.37,99554.0,244041966.0,2.6,24.88,24.24,24.66,24.66,1.37,0.16,16.4,2.47,207870691327.0,150822495346.0,0.04,0.04,15.78,-6.14
1393,300999,金龙鱼,31.42,-1.5,-0.48,57026.0,179858069.6,2.38,31.96,31.2,31.88,31.9,1.28,1.05,48.52,1.79,170346406061.0,17049971788.0,0.19,0.06,6.8,-3.32
1394,603011,合锻智能,18.38,-1.5,-0.28,599127.0,1103656996.0,4.98,18.89,17.96,18.56,18.66,2.2,12.12,477.62,4.21,9087337352.0,9087337352.0,0.0,-0.05,16.77,168.32
1395,003035,南网能源,4.61,-1.5,-0.07,113885.0,52673199.0,2.78,4.7,4.57,4.66,4.68,1.51,0.3,40.85,2.55,17462121208.0,17462121208.0,0.22,0.22,-0.65,10.55
1396,603137,恒尚节能,13.77,-1.5,-0.21,13699.0,18799479.0,3.15,14.0,13.56,13.87,13.98,2.16,1.86,27.72,2.03,2518992009.0,1015308009.0,0.15,0.51,-5.81,30.89
1397,002832,比音勒芬,15.76,-1.5,-0.24,51076.0,80599165.58,2.56,16.0,15.59,16.0,16.0,1.81,1.31,10.86,1.73,8994343644.0,6137232156.0,0.25,0.19,1.81,-24.63
1398,001391,国货航,6.57,-1.5,-0.1,178113.0,117542631.0,1.8,6.67,6.55,6.67,6.67,1.5,2.07,32.34,3.15,80212349648.0,5642087758.0,0.0,0.0,-1.94,-28.2
1399,300443,金雷股份,28.77,-1.51,-0.44,71264.0,207069406.0,3.94,29.75,28.6,29.22,29.21,1.01,2.94,24.55,1.48,9210272384.0,6984609275.0,0.21,-0.24,27.53,44.94
1400,000548,湖南投资,5.21,-1.51,-0.08,45206.0,23487762.0,3.02,5.3,5.14,5.3,5.29,1.42,0.91,36.16,1.27,2600914375.0,2600696535.0,0.39,0.39,-3.16,2.16
1401,002910,庄园牧场,9.13,-1.51,-0.14,40983.0,37213130.0,4.1,9.33,8.95,9.31,9.27,2.14,2.4,-32.26,1.68,1785274238.0,1561795604.0,0.33,0.22,-4.6,21.25
1402,301017,漱玉平民,11.09,-1.51,-0.17,35323.0,39215673.14,3.2,11.29,10.93,11.25,11.26,0.98,1.45,62.0,2.32,4495362175.0,2698782175.0,0.18,0.0,-12.88,-7.2
1403,600861,北京人力,18.9,-1.51,-0.29,18269.0,34463584.0,2.76,19.21,18.68,19.15,19.19,1.38,0.5,6.58,1.54,10699530370.0,6928264627.0,-0.05,-0.05,-2.02,1.34
1404,300778,新城市,13.06,-1.51,-0.2,57799.0,76741512.0,5.66,13.68,12.93,13.31,13.26,2.12,2.84,-108.51,2.11,2659794925.0,2659270487.0,0.15,-0.15,3.24,17.03
1405,300606,金太阳,24.18,-1.51,-0.37,67125.0,162229141.0,3.91,24.74,23.78,24.53,24.55,1.08,5.7,113.7,5.0,3345250433.0,2845369071.0,-0.25,-0.29,11.48,26.8
1406,600894,广日股份,9.8,-1.51,-0.15,38160.0,37589235.0,2.21,9.98,9.76,9.95,9.95,1.15,0.45,18.73,0.98,8346447948.0,8262815561.0,0.0,0.0,-0.31,-30.0
1407,301439,泓淋电力,14.97,-1.51,-0.23,22936.0,34364753.94,3.55,15.33,14.79,15.25,15.2,1.35,1.25,31.5,2.0,5824854081.0,2743206452.0,0.0,0.0,-9.76,10.48
1408,603867,新化股份,29.89,-1.52,-0.46,24310.0,72815968.0,2.77,30.44,29.6,30.3,30.35,1.07,1.26,19.45,2.39,5762014531.0,5762014531.0,0.34,0.34,16.17,24.85
1409,603995,XD甬金股,16.89,-1.52,-0.26,26941.0,45835572.0,2.45,17.22,16.8,17.22,17.15,1.25,0.74,10.18,1.11,6175283105.0,6175283105.0,-0.06,0.06,-2.82,-3.43
1410,688009,中国通号,5.18,-1.52,-0.08,247999.0,128914514.0,2.28,5.27,5.15,5.26,5.26,1.66,0.29,16.93,1.21,54855262420.0,44656873240.0,0.0,0.0,4.23,-14.94
1411,002588,史丹利,9.05,-1.52,-0.14,55750.0,50723264.54,3.16,9.27,8.98,9.17,9.19,1.12,0.65,8.59,1.46,10424622419.0,7770308009.0,0.22,0.0,1.34,27.11
1412,601512,中新集团,9.07,-1.52,-0.14,118882.0,108355858.0,5.21,9.35,8.87,9.12,9.21,1.11,0.79,11.49,0.92,13594932300.0,13594932300.0,-0.11,-0.33,25.97,20.13
1413,600310,广西能源,3.88,-1.52,-0.06,91495.0,35547595.0,2.28,3.93,3.84,3.93,3.94,1.37,0.62,-40.1,1.97,5686957601.0,5686957601.0,-0.26,0.26,-6.05,-14.35
1414,600834,申通地铁,8.4,-1.52,-0.13,25012.0,20988863.0,2.34,8.5,8.3,8.5,8.53,1.09,0.52,73.23,2.34,4010008002.0,4010008002.0,0.12,0.12,-8.1,3.7
1415,002129,TCL中环,7.8,-1.52,-0.12,659832.0,512739489.67,3.28,7.91,7.65,7.88,7.92,1.61,1.63,-3.72,1.18,31536303029.0,31512310385.0,0.13,-0.13,2.77,-12.06
1416,603912,佳力图,9.72,-1.52,-0.15,141357.0,139001840.0,6.18,10.21,9.6,9.94,9.87,2.2,2.61,-148.17,2.96,5266607905.0,5266607905.0,0.0,0.1,12.63,18.54
1417,600425,青松建化,4.53,-1.52,-0.07,480912.0,214137801.0,5.87,4.61,4.34,4.6,4.6,1.67,3.49,33.1,1.15,7269307793.0,6245919090.0,0.67,2.49,23.43,18.59
1418,301310,鑫宏业,40.16,-1.52,-0.62,7408.0,29704994.32,3.11,40.87,39.6,40.77,40.78,1.09,1.47,49.11,2.39,5484026310.0,2017805466.0,0.27,0.15,9.28,59.05
1419,002001,新 和 成,23.37,-1.52,-0.36,94808.0,222775772.2,1.98,23.73,23.26,23.59,23.73,0.95,0.31,9.97,2.36,71825864662.0,70971463257.0,0.13,-0.04,9.67,9.87
1420,603369,今世缘,39.49,-1.52,-0.61,50104.0,199076340.0,2.29,40.24,39.32,40.13,40.1,1.58,0.4,11.05,3.04,49236133461.0,49236133461.0,-0.23,-0.23,2.25,-10.31
1421,688581,安杰思,72.02,-1.52,-1.11,5885.0,42967321.0,4.55,75.01,71.68,73.13,73.13,1.91,1.42,23.14,2.4,5832092744.0,2982810280.0,-0.07,-0.11,8.32,23.49
1422,301175,中科环保,5.16,-1.53,-0.08,107451.0,55543019.0,2.48,5.25,5.12,5.23,5.24,1.21,1.73,19.35,2.11,7594900800.0,3208900800.0,0.19,0.19,-0.96,-2.09
1423,601566,九牧王,8.34,-1.53,-0.13,22973.0,19166832.0,2.95,8.51,8.26,8.5,8.47,1.55,0.4,13.75,1.22,4792473831.0,4792473831.0,0.24,0.12,-2.46,2.84
1424,003030,祖名股份,18.01,-1.53,-0.28,11576.0,20900429.0,3.23,18.35,17.76,18.2,18.29,1.53,1.46,-123.56,2.3,2247287800.0,1429739159.0,0.0,0.11,-2.6,18.25
1425,600319,亚星化学,7.74,-1.53,-0.12,26522.0,20536026.0,3.69,7.92,7.63,7.82,7.86,0.97,0.68,-15.54,6.66,3000870632.0,3000870632.0,0.13,0.26,7.8,61.25
1426,603613,国联股份,29.53,-1.53,-0.46,130158.0,380496933.0,3.97,29.98,28.79,29.94,29.99,1.41,1.81,15.64,2.5,21277481618.0,21277481618.0,0.24,0.48,26.68,11.39
1427,601568,北元集团,3.86,-1.53,-0.06,145277.0,56262186.0,2.3,3.92,3.83,3.91,3.92,1.46,0.37,55.45,1.35,15332777785.0,15332777785.0,0.26,0.26,-5.39,-5.85
1428,600637,XD东方明,8.38,-1.53,-0.13,420077.0,359117370.0,3.88,8.69,8.36,8.65,8.51,2.11,1.25,40.91,0.94,28172720466.0,28172720466.0,-0.12,0.0,16.07,11.29
1429,000848,承德露露,8.35,-1.53,-0.13,58345.0,48964362.12,2.24,8.5,8.31,8.48,8.48,1.17,0.56,17.01,2.59,8788826518.0,8705326518.0,0.12,0.12,-11.45,-3.69
1430,600769,祥龙电业,10.28,-1.53,-0.16,36512.0,37236489.0,3.54,10.46,10.09,10.4,10.44,1.45,0.97,134.65,32.87,3854765616.0,3854765616.0,0.19,0.39,-0.77,6.97
1431,301389,隆扬电子,73.45,-1.53,-1.14,103735.0,783486640.76,7.33,78.58,73.11,77.58,74.59,1.12,12.64,190.83,9.45,20823075000.0,6028559102.0,-0.22,-0.34,182.17,350.06
1432,000404,长虹华意,7.06,-1.53,-0.11,70586.0,49739762.5,2.51,7.16,6.98,7.15,7.17,1.11,1.02,9.55,1.18,4913731612.0,4890600178.0,0.14,0.0,3.82,-0.56
1433,688038,中科通达,14.66,-1.54,-0.23,31303.0,45146218.0,4.7,14.82,14.12,14.72,14.89,2.11,2.69,-1003.8,2.85,1706034044.0,1706034044.0,-0.07,-0.14,-6.86,20.66
1434,600809,山西汾酒,192.99,-1.54,-3.01,45297.0,875733446.0,2.55,196.0,191.0,195.0,196.0,1.87,0.37,13.84,6.56,235440895204.0,235440895204.0,-0.06,-0.12,12.98,8.33
1435,600081,东风科技,12.81,-1.54,-0.2,34111.0,43528092.0,2.77,13.01,12.65,13.0,13.01,1.09,0.62,82.26,1.53,7084265238.0,7084265238.0,0.16,0.0,-2.51,25.59
1436,603929,亚翔集成,39.72,-1.54,-0.62,9424.0,37560245.0,4.71,41.04,39.14,40.25,40.34,1.25,0.44,26.34,4.67,8474659200.0,8474659200.0,0.33,0.61,17.97,54.37
1437,600764,中国海防,30.53,-1.55,-0.48,47555.0,146836653.0,4.03,31.7,30.45,31.18,31.01,1.21,0.67,114.7,2.63,21695515155.0,21695515155.0,-0.49,-0.55,-14.84,8.03
1438,000852,石化机械,6.34,-1.55,-0.1,94740.0,60141848.0,3.88,6.51,6.26,6.47,6.44,2.04,1.0,108.12,1.92,6060835148.0,5995983903.0,0.0,0.0,-5.65,-8.12
1439,300388,节能国祯,8.91,-1.55,-0.14,121434.0,107962119.07,3.87,9.08,8.73,9.01,9.05,0.98,1.79,16.76,1.33,6068086278.0,6057055903.0,0.11,0.22,27.47,20.08
1440,603027,千禾味业,11.4,-1.55,-0.18,58945.0,67292083.0,2.76,11.62,11.3,11.59,11.58,1.87,0.61,33.72,3.53,11690484380.0,10958165526.0,-0.18,-0.18,2.8,-1.81
1441,001222,源飞宠物,22.88,-1.55,-0.36,17499.0,40102884.48,3.14,23.29,22.56,23.16,23.24,0.82,1.6,29.45,3.18,4367563200.0,2503516787.0,0.26,0.09,12.93,45.92
1442,603979,金诚信,60.8,-1.55,-0.96,31838.0,196489891.0,3.81,62.98,60.63,61.88,61.76,1.02,0.51,17.07,3.88,37925695590.0,37925695590.0,-0.1,0.0,28.03,69.6
1443,600817,宇通重工,12.04,-1.55,-0.19,35669.0,43150760.0,2.62,12.3,11.98,12.18,12.23,1.59,0.67,27.05,2.64,6420984326.0,6372101926.0,0.08,0.33,1.69,7.5
1444,600075,新疆天业,4.46,-1.55,-0.07,119216.0,53044592.0,2.43,4.51,4.4,4.51,4.53,1.53,0.7,-444.01,0.85,7614837477.0,7614837477.0,0.45,0.22,5.44,3.0
1445,603311,金海高科,10.79,-1.55,-0.17,26127.0,28293885.0,3.65,11.03,10.63,10.96,10.96,2.31,1.11,20.68,1.87,2545187357.0,2545187357.0,0.19,0.19,-2.88,9.32
1446,603655,朗博科技,39.48,-1.55,-0.62,22187.0,86923672.0,4.49,40.09,38.29,40.09,40.1,0.94,2.09,108.51,7.59,4184880000.0,4184880000.0,0.13,0.23,37.95,63.82
1447,002487,大金重工,43.28,-1.55,-0.68,179175.0,795222811.37,6.64,46.09,43.17,44.0,43.96,1.52,2.84,25.25,3.55,27601791825.0,27306229112.0,0.19,-0.35,29.97,112.05
1448,603709,中源家居,13.93,-1.55,-0.22,23092.0,32054533.0,3.6,14.19,13.68,14.17,14.15,1.34,1.85,-92.1,3.35,1757568995.0,1742772131.0,0.14,0.29,5.21,28.15
1449,300958,建工修复,12.69,-1.55,-0.2,30200.0,38067700.68,3.57,12.86,12.4,12.85,12.89,0.99,3.32,-28.45,1.55,1988987188.0,1155417229.0,0.63,0.71,-4.66,10.16
1450,688268,华特气体,58.08,-1.56,-0.92,22168.0,128593988.0,3.31,58.96,57.01,58.57,59.0,1.31,1.84,44.84,3.74,6987305630.0,6982601150.0,-0.34,-0.27,16.67,28.16
1451,300322,硕贝德,24.69,-1.56,-0.39,183398.0,456144473.48,3.95,25.4,24.41,25.1,25.08,0.87,4.16,169.66,11.35,11377434577.0,10893328118.0,0.16,0.12,65.26,88.33
1452,688536,思瑞浦,156.44,-1.56,-2.48,27179.0,424824145.0,4.79,160.5,152.89,158.1,158.92,1.0,2.05,161.53,3.71,21220926275.0,20744169899.0,0.03,0.03,15.45,69.12
1453,300391,*ST长药,3.78,-1.56,-0.06,47975.0,18338635.25,4.69,3.91,3.73,3.84,3.84,1.21,1.37,-5.69,-2.41,1324270503.0,1324270503.0,0.0,-0.26,-17.47,-25.0
1454,603313,梦百合,8.18,-1.56,-0.13,63848.0,52091639.0,3.13,8.32,8.06,8.32,8.31,0.9,1.12,20.37,1.25,4667400719.0,4667400719.0,0.37,0.37,-5.98,22.09
1455,603307,扬州金泉,39.84,-1.56,-0.63,3564.0,14210348.0,4.15,40.76,39.08,40.12,40.47,1.41,2.1,20.6,1.93,2704219680.0,677280000.0,0.08,0.1,7.94,14.48
1456,600771,广誉远,18.89,-1.56,-0.3,41876.0,79418244.0,2.34,19.21,18.76,19.19,19.19,1.43,0.86,60.15,5.62,9246487653.0,9246487653.0,0.0,-0.11,-6.95,0.16
1457,831726,朱老六,20.15,-1.56,-0.32,8162.0,16634008.41,2.78,20.67,20.1,20.46,20.47,1.28,1.46,93.39,4.58,2048650500.0,1126731681.0,-0.15,-0.15,-5.44,1.36
1458,300968,格林精密,15.76,-1.56,-0.25,129330.0,205649083.82,3.69,16.25,15.66,16.08,16.01,2.36,3.13,5240.63,3.46,6514868800.0,6514868800.0,0.45,0.25,9.44,-4.08
1459,002972,科安达,11.9,-1.57,-0.19,18943.0,22494371.6,4.71,12.26,11.69,12.09,12.09,1.14,1.41,28.32,2.44,2927504720.0,1602295611.0,0.34,0.42,-3.41,16.1
1460,300012,华测检测,12.56,-1.57,-0.2,236053.0,299936919.4,4.94,13.08,12.45,12.8,12.76,1.82,1.65,22.62,2.93,21136322368.0,17983027281.0,0.08,0.0,8.0,1.87
1461,000877,天山股份,6.27,-1.57,-0.1,442518.0,275067912.03,4.08,6.37,6.11,6.33,6.37,1.47,0.62,-24.18,0.54,44582782921.0,44582773516.0,-0.16,0.8,35.42,10.78
1462,603071,物产环能,13.19,-1.57,-0.21,10341.0,13635218.0,2.09,13.35,13.07,13.29,13.4,1.26,0.19,12.17,1.34,7359419090.0,7359419090.0,0.15,0.15,3.94,7.06
1463,002736,国信证券,13.19,-1.57,-0.21,176918.0,234034586.97,2.16,13.4,13.11,13.3,13.4,0.89,0.18,12.58,1.44,135088590961.0,126787943483.0,0.08,0.0,15.0,21.57
1464,605188,国光连锁,16.29,-1.57,-0.26,92367.0,150485247.0,4.77,16.8,16.01,16.6,16.55,0.89,1.84,205.22,6.77,8167015935.0,8167015935.0,-0.06,-0.37,47.42,113.5
1465,688601,力芯微,41.47,-1.57,-0.66,26101.0,107499346.0,4.3,42.36,40.55,42.19,42.13,1.42,1.95,166.19,4.51,5544236269.0,5544236269.0,0.07,0.27,4.04,1.07
1466,603291,联合水务,10.68,-1.57,-0.17,22521.0,23982516.0,3.04,10.84,10.51,10.8,10.85,1.65,1.73,63.15,2.59,4519996051.0,1387792062.0,0.38,0.28,-8.48,-6.97
1467,603605,珀莱雅,79.04,-1.57,-1.26,33350.0,264467340.0,1.74,80.2,78.8,80.05,80.3,1.61,0.84,19.6,5.51,31300255118.0,31297935768.0,-0.01,0.03,-3.94,-5.36
1468,605259,绿田机械,25.62,-1.58,-0.41,13688.0,35332691.0,5.3,26.6,25.22,26.16,26.03,1.57,0.79,15.73,2.55,4418937600.0,4418937600.0,0.16,0.16,31.86,76.08
1469,600558,大西洋,4.98,-1.58,-0.08,91875.0,45782528.0,2.96,5.07,4.92,5.06,5.06,1.65,1.02,24.88,1.85,4470072058.0,4470072058.0,0.0,0.2,-4.6,25.44
1470,300385,雪浪环境,4.97,-1.58,-0.08,61747.0,30566413.86,3.96,5.04,4.84,5.01,5.05,2.17,2.12,-8.26,11.84,1655735282.0,1444593286.0,0.2,0.2,-7.28,5.52
1471,600320,振华重工,4.35,-1.58,-0.07,233005.0,101624662.0,2.71,4.44,4.32,4.43,4.42,1.2,0.7,33.27,1.48,22917337729.0,14450689825.0,0.0,0.0,-1.14,12.4
1472,000048,京基智农,16.82,-1.58,-0.27,57663.0,97693849.46,1.76,17.09,16.79,17.0,17.09,0.85,1.1,19.72,2.15,8919347445.0,8853368472.0,-0.12,-0.36,9.01,-2.72
1473,002678,珠江钢琴,4.35,-1.58,-0.07,50286.0,21782623.98,2.94,4.41,4.28,4.41,4.42,1.23,0.37,-21.45,1.78,5908693405.0,5905448849.0,0.46,0.23,-15.86,-2.68
1474,002574,明牌珠宝,5.6,-1.58,-0.09,89402.0,50055819.0,4.22,5.72,5.48,5.7,5.69,1.61,1.69,-19.05,0.98,2956800000.0,2956800000.0,0.18,0.18,-9.39,21.48
1475,600738,丽尚国潮,4.95,-1.59,-0.08,84207.0,41611119.0,2.19,5.02,4.91,5.01,5.03,1.32,1.11,23.63,1.88,3768609418.0,3765297670.0,0.2,0.2,-16.81,-0.2
1476,603687,大胜达,9.3,-1.59,-0.15,111644.0,103611534.0,3.17,9.45,9.15,9.45,9.45,1.02,2.03,43.24,1.59,5115296335.0,5115296335.0,0.0,0.11,25.17,28.63
1477,600867,通化东宝,8.04,-1.59,-0.13,117263.0,94974537.0,2.45,8.21,8.01,8.18,8.17,1.5,0.6,36.16,2.57,15746684345.0,15746684345.0,-0.12,-0.12,-1.95,2.94
1478,002730,电光科技,16.07,-1.59,-0.26,49892.0,80113721.0,3.25,16.38,15.85,16.27,16.33,1.33,1.44,61.84,3.62,5818623672.0,5560700172.0,0.12,-0.12,-4.46,18.77
1479,836270,天铭科技,19.8,-1.59,-0.32,12789.0,25103899.32,4.72,20.15,19.2,20.14,20.12,0.71,1.58,46.38,5.24,2071396800.0,1606934677.0,0.05,0.0,11.49,99.4
1480,603779,威龙股份,6.83,-1.59,-0.11,38216.0,26031923.0,3.31,6.95,6.72,6.91,6.94,1.67,1.15,-472.18,4.07,2268125210.0,2268125210.0,0.15,0.0,-8.2,-11.18
1481,300070,碧水源,4.3,-1.6,-0.07,241688.0,103953165.03,2.75,4.37,4.25,4.37,4.37,1.64,0.72,-72.84,0.57,15584100261.0,14498904247.0,0.47,0.23,-4.23,-15.02
1482,300596,利安隆,35.03,-1.6,-0.57,28405.0,99399044.86,2.67,35.45,34.5,35.39,35.6,1.2,1.27,16.67,1.74,8043576935.0,7813259029.0,0.4,0.11,21.67,16.26
1483,600833,第一医药,13.5,-1.6,-0.22,52202.0,70508543.0,3.57,13.8,13.31,13.7,13.72,0.95,2.34,107.37,2.72,3011665685.0,3011665685.0,0.07,0.0,7.57,1.66
1484,601231,环旭电子,19.67,-1.6,-0.32,227576.0,457950377.0,5.5,20.64,19.54,19.94,19.99,1.88,1.04,33.86,2.38,43203055621.0,43203055621.0,0.15,0.15,35.19,20.9
1485,300679,电连技术,56.09,-1.6,-0.91,61087.0,345159600.24,4.89,58.09,55.3,56.99,57.0,0.73,1.7,49.1,4.79,23828153800.0,20144457577.0,0.34,0.29,22.01,-5.3
1486,688047,龙芯中科,154.63,-1.6,-2.52,97077.0,1524558764.0,5.29,161.4,153.08,155.55,157.15,1.43,2.42,-105.29,23.36,62006630000.0,62006630000.0,-0.21,0.05,8.92,16.9
1487,000672,上峰水泥,8.62,-1.6,-0.14,51523.0,44435094.81,3.77,8.84,8.51,8.83,8.76,1.17,0.53,16.92,0.97,8356188779.0,8356188779.0,0.35,0.23,7.35,22.62
1488,601669,中国电建,5.54,-1.6,-0.09,1581250.0,878275449.0,2.13,5.62,5.5,5.61,5.63,1.58,1.21,8.79,0.66,95432922710.0,72416253209.0,0.18,0.0,17.12,3.94
1489,603227,雪峰科技,9.16,-1.61,-0.15,199602.0,181192932.0,3.97,9.31,8.94,9.24,9.31,1.39,2.05,21.1,1.99,9816705031.0,8922531195.0,0.0,2.12,9.05,7.89
1490,600136,ST明诚,1.83,-1.61,-0.03,64327.0,11855683.0,2.15,1.87,1.83,1.86,1.86,1.33,0.33,1869.24,15.23,3734711454.0,3555853774.0,0.0,0.0,-10.29,-8.5
1491,002735,王子新材,15.29,-1.61,-0.25,289504.0,453450512.19,8.43,16.44,15.13,16.4,15.54,1.64,10.32,186.01,3.38,5840880195.0,4288287068.0,0.13,-0.07,-0.26,65.3
1492,300889,爱克股份,17.73,-1.61,-0.29,75241.0,137514424.2,11.49,19.51,17.44,18.1,18.02,3.08,5.14,-162.24,2.61,3904626128.0,2595086538.0,0.4,0.34,32.51,79.64
1493,600918,中泰证券,6.72,-1.61,-0.11,156781.0,105630536.0,2.34,6.83,6.67,6.79,6.83,1.57,0.4,32.7,1.23,46513577080.0,26381693984.0,-0.15,-0.3,5.0,2.6
1494,603365,水星家纺,16.54,-1.61,-0.27,4453.0,7372016.0,2.08,16.78,16.43,16.7,16.81,1.07,0.17,15.39,1.49,4343958090.0,4297130042.0,0.06,0.06,-11.22,8.03
1495,301377,鼎泰高科,81.93,-1.61,-1.34,61017.0,512677870.57,10.18,88.85,80.37,87.01,83.27,2.03,8.59,105.14,13.27,33591300000.0,5818996320.0,-0.1,-0.19,129.17,292.57
1496,688230,芯导科技,72.91,-1.61,-1.19,10277.0,74831453.0,4.45,74.5,71.2,73.76,74.1,1.25,0.87,85.4,3.86,8574216000.0,8574216000.0,-0.59,-0.59,34.27,58.5
1497,688106,金宏气体,18.37,-1.61,-0.3,75416.0,137375577.0,4.28,18.69,17.89,18.69,18.67,2.2,1.56,53.86,3.01,8853927557.0,8853927557.0,0.11,0.0,3.67,8.63
1498,688563,航材股份,52.0,-1.61,-0.85,11634.0,60972044.0,2.23,53.08,51.9,52.82,52.85,1.39,0.99,41.75,2.23,23400000000.0,6083427636.0,-0.17,-0.17,-9.41,-6.37
1499,600120,浙江东方,6.12,-1.61,-0.1,429775.0,265915566.0,4.18,6.34,6.08,6.23,6.22,1.17,1.26,25.67,1.31,20902134731.0,20902134731.0,0.0,0.16,2.17,33.62
1500,600354,敦煌种业,6.13,-1.61,-0.1,85714.0,52647297.0,2.09,6.22,6.09,6.22,6.23,1.4,1.62,29.71,4.58,3235426750.0,3235426750.0,0.0,0.0,-2.23,3.55
1501,300977,深圳瑞捷,18.34,-1.61,-0.3,12594.0,23154102.0,6.12,19.0,17.86,18.78,18.64,1.74,1.33,73.42,2.03,2791838173.0,1738671578.0,0.55,0.55,0.6,-0.49
1502,600403,大有能源,3.65,-1.62,-0.06,81843.0,29870827.0,2.96,3.71,3.6,3.71,3.71,1.09,0.34,-5.12,1.8,8726465267.0,8726465267.0,0.0,0.0,-3.69,24.15
1503,603997,继峰股份,12.13,-1.62,-0.2,50674.0,61576052.0,2.11,12.28,12.02,12.21,12.33,0.72,0.4,49.98,3.07,15380990873.0,15380990873.0,0.0,0.0,-4.79,5.94
1504,301248,杰创智能,29.69,-1.62,-0.49,111482.0,332224567.92,4.31,30.58,29.28,29.91,30.18,1.88,10.98,121.84,2.99,4563501450.0,3015678618.0,-0.24,-0.2,17.82,86.96
1505,603173,福斯达,48.58,-1.62,-0.8,13924.0,68567656.0,5.25,50.8,48.21,49.62,49.38,1.36,2.81,15.47,4.32,7772800000.0,2406653200.0,-0.12,-0.16,31.33,115.43
1506,688032,禾迈股份,108.07,-1.62,-1.78,6809.0,74785645.0,3.62,111.65,107.67,109.84,109.85,1.32,0.55,412.03,2.28,13408628008.0,13408628008.0,-0.32,-0.12,9.02,-1.28
