序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2436,600486,扬农化工,68.12,-2.42,-1.69,15006.0,103298976.0,3.6,70.51,68.0,69.62,69.81,1.1,0.37,17.13,2.48,27615771978.0,27519707110.0,-0.03,-0.04,17.0,19.11
2437,600512,腾达建设,2.42,-2.42,-0.06,306006.0,73849722.0,4.03,2.48,2.38,2.48,2.48,1.23,1.93,17.84,0.62,3857022569.0,3841520494.0,0.83,0.83,7.08,2.98
2438,600356,恒丰纸业,9.26,-2.42,-0.23,50120.0,46285700.0,5.16,9.56,9.07,9.56,9.49,1.58,1.68,14.57,1.04,2766252560.0,2766252560.0,0.33,0.33,14.89,23.3
2439,301246,宏源药业,14.09,-2.42,-0.35,23852.0,33779548.34,3.32,14.45,13.97,14.34,14.44,1.61,1.49,-485.0,1.3,5636095812.0,2255002348.0,0.0,-0.07,-7.42,4.37
2440,600871,石化油服,2.02,-2.42,-0.05,766872.0,155995565.0,3.38,2.07,2.0,2.06,2.07,1.53,0.57,38.9,4.12,38293232583.0,27364964949.0,0.5,0.0,3.06,-0.98
2441,000635,英 力 特,8.05,-2.42,-0.2,27971.0,22514488.0,4.61,8.29,7.91,8.29,8.25,1.74,0.92,-10.21,1.95,3175988702.0,2439855196.0,0.12,0.12,-10.16,3.47
2442,001308,康冠科技,23.37,-2.42,-0.58,28500.0,66853065.58,3.97,24.01,23.06,23.98,23.95,1.29,1.18,21.37,2.05,16420586517.0,5652446630.0,0.21,0.09,3.5,-14.46
2443,605222,起帆电缆,17.71,-2.42,-0.44,35094.0,62552860.0,4.08,18.31,17.57,18.26,18.15,1.0,0.85,22.35,1.59,7312477135.0,7312477135.0,0.0,0.06,16.97,15.3
2444,872541,铁大科技,15.3,-2.42,-0.38,12392.0,19093398.1,3.0,15.75,15.28,15.75,15.68,1.06,1.38,43.96,4.97,2091510000.0,1377897865.0,-0.26,-0.39,-10.79,27.82
2445,002459,晶澳科技,12.09,-2.42,-0.3,291690.0,356544631.06,3.47,12.45,12.02,12.36,12.39,1.03,0.88,-7.75,1.65,40014049988.0,39962556997.0,0.17,0.17,23.12,-12.07
2446,002679,福建金森,10.09,-2.42,-0.25,51119.0,51445182.0,4.45,10.34,9.88,10.34,10.34,0.91,2.17,-61.27,3.22,2378778040.0,2378778040.0,0.2,0.2,5.88,24.88
2447,000516,国际医学,4.83,-2.42,-0.12,167583.0,81376090.78,3.03,4.95,4.8,4.93,4.95,1.7,0.76,-32.78,3.12,10813871317.0,10649455779.0,0.0,0.0,-9.04,-8.52
2448,002339,积成电子,7.66,-2.42,-0.19,88871.0,68776670.99,5.35,7.97,7.55,7.88,7.85,1.98,1.86,-32.02,2.22,3861346819.0,3667559007.0,0.13,0.0,-3.28,11.5
2449,300357,我武生物,27.82,-2.42,-0.69,44457.0,125221881.67,4.38,28.87,27.62,28.6,28.51,1.12,0.92,41.15,5.9,14566106880.0,13466666183.0,0.14,-0.04,27.26,38.41
2450,600271,航天信息,8.08,-2.42,-0.2,164633.0,133665049.0,3.02,8.28,8.03,8.26,8.28,1.69,0.89,-24.78,1.09,14971307875.0,14971307875.0,-0.12,-0.12,-11.31,-11.31
2451,002758,浙农股份,8.88,-2.42,-0.22,46604.0,41658764.0,3.52,9.13,8.81,9.1,9.1,1.63,0.9,17.85,0.98,4630025775.0,4602606555.0,0.11,0.11,-0.67,4.96
2452,832089,禾昌聚合,17.77,-2.42,-0.44,23952.0,42476020.99,4.56,18.26,17.43,18.26,18.21,1.48,2.56,18.39,2.27,2677370360.0,1661509554.0,0.51,0.51,5.9,59.09
2453,603990,麦迪科技,14.03,-2.43,-0.35,51848.0,73150897.0,2.99,14.38,13.95,14.38,14.38,0.84,1.69,75.85,5.19,4297146716.0,4297146716.0,0.07,0.14,-16.34,36.48
2454,002310,东方园林,2.41,-2.43,-0.06,636370.0,152709853.32,4.45,2.47,2.36,2.46,2.47,0.83,1.52,-5037.39,9.41,14458366302.0,10119709818.0,0.42,0.42,12.09,28.19
2455,600391,航发科技,26.09,-2.43,-0.65,70631.0,185941859.0,4.79,26.96,25.68,26.63,26.74,1.55,2.14,421.58,4.96,8613075185.0,8613075185.0,0.04,-0.04,-9.88,31.44
2456,600909,华安证券,6.03,-2.43,-0.15,293478.0,178070016.0,2.91,6.17,5.99,6.17,6.18,1.48,0.63,13.63,1.24,28210743166.0,28210743166.0,0.0,0.0,3.61,1.17
2457,002075,沙钢股份,5.61,-2.43,-0.14,317176.0,178369993.72,4.0,5.76,5.53,5.75,5.75,1.16,1.45,39.56,1.89,12307360746.0,12307340971.0,0.18,-0.18,-5.71,-10.1
2458,603125,常青科技,16.46,-2.43,-0.41,31536.0,52216054.0,4.56,17.06,16.29,16.83,16.87,1.43,3.12,47.43,2.83,6663606733.0,1665988201.0,-0.06,0.0,-14.98,25.27
2459,688371,菲沃泰,26.11,-2.43,-0.65,19633.0,51407065.0,5.75,27.24,25.7,27.24,26.76,1.52,0.59,262.04,4.56,8759183215.0,8759183215.0,0.0,0.12,54.86,68.23
2460,603616,韩建河山,5.23,-2.43,-0.13,109001.0,56851364.0,5.04,5.39,5.12,5.35,5.36,1.88,2.86,160.49,8.59,2046593140.0,1994554640.0,0.0,0.38,13.7,49.0
2461,002896,中大力德,95.53,-2.43,-2.38,86077.0,836202220.86,4.05,99.46,95.49,98.3,97.91,0.73,4.38,202.43,15.86,18773810665.0,18773810665.0,-0.08,-0.32,66.02,225.49
2462,002187,广百股份,6.43,-2.43,-0.16,76003.0,48984114.96,3.79,6.62,6.37,6.6,6.59,0.98,1.47,-146.76,1.11,4506752490.0,3325023511.0,0.0,-0.16,-1.83,-8.66
2463,688115,思林杰,58.73,-2.43,-1.46,5915.0,34856679.0,5.43,60.95,57.68,60.95,60.19,1.05,0.89,-130.88,3.13,3915529100.0,3915529100.0,-0.51,0.41,14.8,36.33
2464,302132,中航成飞,83.1,-2.44,-2.08,99059.0,827012416.49,4.54,85.77,81.9,85.3,85.18,1.36,1.69,121.63,11.89,222050793346.0,48702375367.0,0.18,0.18,-3.32,16.81
2465,300118,东方日升,10.0,-2.44,-0.25,195648.0,197829649.52,3.8,10.32,9.93,10.25,10.25,1.28,2.11,-8.4,1.06,11400138630.0,9268260800.0,0.2,0.0,5.93,-16.53
2466,688595,芯海科技,38.4,-2.44,-0.96,33856.0,130186282.0,5.67,39.68,37.45,39.31,39.36,1.57,2.35,-71.25,7.95,5533174733.0,5533174733.0,0.1,0.21,2.62,17.07
2467,600966,博汇纸业,4.79,-2.44,-0.12,102745.0,49278757.0,4.68,4.95,4.72,4.91,4.91,1.81,0.77,35.57,0.93,6403484140.0,6403484140.0,0.21,0.21,9.11,-6.63
2468,601066,中信建投,25.61,-2.44,-0.64,104021.0,268164763.0,2.25,26.11,25.52,26.11,26.25,1.13,0.16,22.03,2.49,198648953751.0,166354135206.0,-0.04,0.0,7.79,0.08
2469,301123,奕东电子,49.13,-2.44,-1.23,71747.0,359314156.76,7.86,52.36,48.4,52.04,50.36,0.92,3.07,955.96,4.02,11476768000.0,11476768000.0,-0.16,0.02,117.68,140.24
2470,600235,民丰特纸,6.41,-2.44,-0.16,74313.0,47559383.0,4.41,6.59,6.3,6.58,6.57,1.31,2.12,74.69,1.49,2251833000.0,2251833000.0,-0.16,-0.16,1.75,13.45
2471,603014,威高血净,37.64,-2.44,-0.94,14344.0,54478060.0,3.06,38.7,37.52,38.65,38.58,1.45,3.76,35.15,2.28,15484872644.0,1434557775.0,-0.03,0.0,3.04,42.04
2472,603993,洛阳钼业,12.4,-2.44,-0.31,1396254.0,1767471127.0,5.27,13.02,12.35,12.75,12.71,1.41,0.8,15.3,3.64,265289446182.0,216514442982.0,-0.08,-0.08,45.54,93.75
2473,603611,诺力股份,23.98,-2.44,-0.6,42264.0,101526746.0,3.99,24.66,23.68,24.61,24.58,1.07,1.64,12.56,2.06,6177266968.0,6177266968.0,0.0,0.04,12.0,40.65
2474,300994,久祺股份,18.37,-2.44,-0.46,60920.0,111377890.35,3.56,18.68,18.01,18.62,18.83,1.5,5.22,24.58,3.42,4281826560.0,2143117680.0,0.16,0.11,15.61,62.85
2475,301111,粤万年青,15.53,-2.45,-0.39,17194.0,26771798.07,4.77,16.0,15.24,15.85,15.92,1.75,1.07,-171.96,3.32,2484800000.0,2484800000.0,0.32,0.32,-3.66,-4.31
2476,002609,捷顺科技,9.57,-2.45,-0.24,72509.0,69535596.0,3.26,9.8,9.48,9.78,9.81,1.86,1.58,74.23,2.59,6157709708.0,4396459828.0,0.0,0.0,-14.48,16.85
2477,301185,鸥玛软件,18.29,-2.45,-0.46,24673.0,45243519.0,4.48,18.8,17.96,18.8,18.75,2.0,1.76,38.78,2.64,2806007904.0,2558228939.0,0.22,0.22,-6.21,9.0
2478,834261,一诺威,15.53,-2.45,-0.39,15839.0,24692668.32,4.21,15.99,15.32,15.92,15.92,1.61,0.93,20.17,2.88,4521291576.0,2653994474.0,0.0,-0.06,0.71,61.94
2479,002566,益盛药业,7.55,-2.45,-0.19,32028.0,24336558.0,3.36,7.76,7.5,7.74,7.74,2.15,1.38,66.58,1.12,2498684580.0,1750018033.0,0.27,0.27,-4.67,12.35
2480,600983,惠而浦,10.36,-2.45,-0.26,17468.0,18126644.0,3.67,10.62,10.23,10.58,10.62,1.34,0.23,18.41,2.97,7940308040.0,7940308040.0,0.19,0.19,-1.89,15.75
2481,688331,荣昌生物,101.06,-2.45,-2.54,40408.0,419641898.0,5.95,107.16,101.0,104.0,103.6,1.32,2.49,-63.35,24.16,56958249038.0,16394344504.0,-0.64,-0.56,47.77,235.64
2482,603660,苏州科达,7.95,-2.45,-0.2,170415.0,134461654.0,5.28,8.15,7.72,8.15,8.15,1.57,3.12,-10.08,4.71,4372566255.0,4338434123.0,0.0,0.0,11.19,18.48
2483,300571,平治信息,33.85,-2.45,-0.85,55854.0,188819681.0,5.48,34.73,32.83,34.73,34.7,1.75,4.83,180.3,3.24,4723032752.0,3914318374.0,-0.29,-0.76,6.85,34.97
2484,603938,三孚股份,13.15,-2.45,-0.33,26147.0,34502714.0,3.41,13.48,13.02,13.48,13.48,2.22,0.68,65.41,2.05,5031512136.0,5031512136.0,-0.08,-0.08,-8.49,21.87
2485,603967,中创物流,11.14,-2.45,-0.28,19698.0,22028965.0,3.24,11.41,11.04,11.41,11.42,1.08,0.57,13.63,1.68,3861867149.0,3861867149.0,0.18,0.27,0.18,20.96
2486,000546,金圆股份,4.77,-2.45,-0.12,92648.0,44242278.0,4.09,4.9,4.7,4.86,4.89,1.04,1.33,-37.4,0.9,3709382210.0,3323283833.0,0.21,0.42,-3.05,-3.25
2487,300400,劲拓股份,26.7,-2.45,-0.67,178098.0,483802724.0,5.85,28.1,26.5,28.0,27.37,1.91,7.42,60.71,8.67,6478108860.0,6405954780.0,-0.04,-0.37,56.23,68.77
2488,301195,北路智控,33.69,-2.46,-0.85,11797.0,39925481.5,3.45,34.55,33.36,34.45,34.54,1.62,1.34,31.72,1.88,4449432910.0,2955028297.0,0.12,-0.06,-6.1,7.09
2489,301025,读客文化,9.53,-2.46,-0.24,36468.0,34806775.0,4.5,9.81,9.37,9.72,9.77,1.56,1.32,311.39,6.05,3814948582.0,2641246552.0,0.21,0.11,-12.81,0.32
2490,603108,润达医疗,15.87,-2.46,-0.4,88204.0,140991276.0,2.83,16.25,15.79,16.25,16.27,1.27,1.46,-39.7,2.3,9580151870.0,9580151870.0,-0.06,-0.06,-10.19,-0.19
2491,000953,河化股份,7.15,-2.46,-0.18,84087.0,60280389.7,4.09,7.35,7.05,7.35,7.33,1.26,2.3,341.02,17.5,2617773694.0,2617773694.0,0.28,0.28,1.71,27.91
2492,300738,奥飞数据,22.6,-2.46,-0.57,454436.0,1043749082.78,4.1,23.48,22.53,23.33,23.17,1.38,4.61,126.65,6.45,22264786946.0,22258482360.0,0.31,-0.04,11.55,55.97
2493,300718,长盛轴承,91.5,-2.46,-2.31,66338.0,611494028.94,3.24,94.04,91.0,94.0,93.81,0.65,3.42,108.44,16.95,27338281245.0,17736546020.0,0.1,-0.07,33.4,200.39
2494,300196,长海股份,15.08,-2.46,-0.38,77034.0,117641152.0,6.47,15.9,14.9,15.48,15.46,1.6,3.13,17.74,1.35,6163450611.0,3711419674.0,0.0,-0.07,3.01,41.07
2495,002382,蓝帆医疗,5.56,-2.46,-0.14,68458.0,38178599.84,3.68,5.72,5.51,5.71,5.7,1.83,0.68,-20.77,0.71,5599639831.0,5558305401.0,0.0,0.0,-3.3,8.38
2496,603663,三祥新材,27.33,-2.46,-0.69,57299.0,158019872.0,3.71,28.17,27.13,28.0,28.02,1.21,1.36,128.81,8.5,11568782168.0,11555663768.0,0.18,0.37,5.16,72.1
2497,000090,天健集团,3.57,-2.46,-0.09,256360.0,91735259.36,3.55,3.65,3.52,3.65,3.66,1.55,1.37,80.52,0.6,6670707199.0,6670401964.0,0.28,0.28,3.78,-10.97
2498,300318,博晖创新,5.55,-2.46,-0.14,46991.0,26099225.0,3.87,5.7,5.48,5.69,5.69,1.92,0.59,-121.3,3.33,4533797747.0,4431894136.0,0.18,0.18,-7.04,-2.97
2499,600611,大众交通,5.95,-2.46,-0.15,237845.0,142533963.0,4.1,6.13,5.88,6.11,6.1,1.5,1.52,92.47,1.38,14066531041.0,9301732366.0,0.0,0.0,-3.57,-13.39
2500,000637,茂化实华,3.96,-2.46,-0.1,87262.0,34412476.85,4.68,4.05,3.86,4.03,4.06,1.58,2.39,-12.45,3.64,2058706410.0,1443756818.0,0.51,0.25,-5.49,6.45
2501,600859,王府井,14.28,-2.46,-0.36,182330.0,261436768.0,3.21,14.64,14.17,14.56,14.64,0.96,1.62,98.94,0.82,16049740735.0,16048264754.0,-0.07,0.0,3.55,-6.85
2502,836419,万德股份,13.88,-2.46,-0.35,12015.0,16786014.63,4.43,14.29,13.66,14.29,14.23,1.79,1.91,120.23,2.45,1238902484.0,874361634.0,-0.22,-0.22,-7.77,45.34
2503,300831,派瑞股份,13.9,-2.46,-0.35,48399.0,67402023.68,4.77,14.33,13.65,14.31,14.25,2.06,2.62,73.83,4.77,4448000000.0,2564330936.0,0.36,0.0,-5.31,-13.45
2504,002967,广电计量,18.19,-2.47,-0.46,50197.0,91512634.2,3.59,18.69,18.02,18.51,18.65,1.2,0.93,54.51,3.24,10609241939.0,9829942230.0,0.17,0.0,3.0,13.55
2505,002731,萃华珠宝,12.61,-2.47,-0.32,46655.0,59661264.8,3.71,13.03,12.55,12.89,12.93,1.54,2.03,14.58,1.77,3230127160.0,2895967204.0,0.0,-0.24,-12.0,35.59
2506,301295,美硕科技,29.26,-2.47,-0.74,10529.0,31002678.6,5.13,30.31,28.77,29.85,30.0,0.86,3.58,84.57,3.1,2949408000.0,860244000.0,0.17,0.03,22.27,41.63
2507,002697,红旗连锁,5.53,-2.47,-0.14,208936.0,116227723.99,3.0,5.66,5.49,5.65,5.67,1.26,1.82,13.39,1.64,7520800000.0,6331310825.0,0.18,0.18,3.36,-4.66
2508,000878,云南铜业,15.0,-2.47,-0.38,426151.0,649468244.63,4.42,15.57,14.89,15.31,15.38,0.85,2.13,11.41,1.96,30054424650.0,30053897655.0,0.07,-0.13,15.47,25.52
2509,002938,鹏鼎控股,61.88,-2.47,-1.57,387239.0,2488139149.24,7.85,66.64,61.66,64.32,63.45,2.13,1.68,58.17,4.59,143440996870.0,142743654876.0,0.06,-0.27,83.19,74.41
2510,603185,弘元绿能,20.87,-2.48,-0.53,83762.0,176136516.0,4.39,21.58,20.64,21.34,21.4,1.27,1.23,-23.87,1.22,14171193356.0,14171193356.0,-0.24,-0.14,42.75,28.43
2511,301177,迪阿股份,33.42,-2.48,-0.85,12997.0,44115572.65,4.67,34.78,33.18,34.3,34.27,1.17,0.32,88.01,2.15,13377175461.0,13368311642.0,0.03,0.03,10.74,49.6
2512,300338,ST开元,3.93,-2.48,-0.1,30934.0,12220164.0,3.47,4.04,3.9,4.04,4.03,1.44,0.89,-17.83,-82.84,1582315040.0,1372989681.0,-0.25,-0.25,-8.39,-19.14
2513,301004,嘉益股份,60.23,-2.48,-1.53,6905.0,41780652.2,3.17,61.76,59.8,61.76,61.76,1.41,0.51,14.38,4.62,8760267811.0,8101231332.0,0.0,0.0,-13.67,-25.14
2514,002917,金奥博,13.78,-2.48,-0.35,48829.0,67569610.0,3.89,14.18,13.63,14.18,14.13,1.87,1.87,27.62,2.87,4790123635.0,3589387267.0,0.22,0.07,0.88,45.67
2515,000553,安道麦A,6.3,-2.48,-0.16,38347.0,24365722.0,3.41,6.49,6.27,6.45,6.46,1.63,0.18,-91.33,0.78,14677814126.0,13715553354.0,0.32,0.16,-14.75,-5.69
2516,000563,陕国投Ａ,3.54,-2.48,-0.09,609010.0,216165027.56,3.03,3.62,3.51,3.61,3.63,0.86,1.19,12.47,0.99,18103455067.0,18103455067.0,0.28,0.28,0.0,0.85
2517,600691,潞化科技,2.75,-2.48,-0.07,256843.0,70820216.0,3.9,2.83,2.72,2.81,2.82,0.53,1.08,-14.29,1.74,6533950368.0,6532861368.0,0.36,0.36,12.7,23.87
2518,300798,锦鸡股份,7.86,-2.48,-0.2,93387.0,73777954.0,5.58,8.18,7.73,8.0,8.06,1.96,2.51,-483.25,2.18,3685159271.0,2930224239.0,0.26,0.26,-26.2,10.08
2519,300668,杰恩设计,17.3,-2.48,-0.44,14056.0,24308101.0,3.83,17.72,17.04,17.66,17.74,1.21,1.41,-1768.81,2.72,2082596023.0,1724703813.0,0.12,0.23,0.0,-23.65
2520,600515,海南机场,3.93,-2.48,-0.1,628291.0,247498594.0,3.47,4.03,3.89,4.03,4.03,1.44,0.68,175.9,1.91,44901466736.0,36061729156.0,0.0,0.0,10.7,3.97
2521,601118,海南橡胶,5.12,-2.48,-0.13,228330.0,117270030.0,3.43,5.25,5.07,5.24,5.25,1.73,0.53,-62.23,2.25,21910670321.0,21910670321.0,0.2,0.0,7.34,-5.19
2522,688387,信科移动-U,6.3,-2.48,-0.16,202331.0,128261354.0,4.8,6.53,6.22,6.45,6.46,1.71,1.47,-174.43,3.47,21538125000.0,8686125000.0,0.16,0.32,12.3,5.7
2523,300172,中电环保,5.12,-2.48,-0.13,102850.0,52883604.5,3.43,5.25,5.07,5.25,5.25,1.79,1.96,32.12,1.82,3464755200.0,2680383421.0,0.0,0.2,-8.24,2.4
2524,300195,长荣股份,7.87,-2.48,-0.2,121586.0,96150030.0,4.83,8.11,7.72,8.09,8.07,1.11,3.87,331.82,1.25,3334580040.0,2470491225.0,0.25,0.13,11.32,39.79
2525,600906,财达证券,7.07,-2.48,-0.18,183481.0,130228809.0,2.21,7.19,7.03,7.19,7.25,1.44,0.86,30.63,1.91,22942150000.0,15018341097.0,-0.14,0.0,4.12,1.0
2526,600191,华资实业,7.83,-2.49,-0.2,43658.0,34636257.0,3.36,8.08,7.81,8.01,8.03,0.9,0.9,431.88,2.31,3797017560.0,3797017560.0,0.0,-0.25,3.71,13.15
2527,601021,春秋航空,52.09,-2.49,-1.33,38689.0,203489459.0,2.53,53.38,52.03,53.38,53.42,1.16,0.4,21.8,2.91,50961388004.0,50961388004.0,0.0,-0.12,-4.18,-8.37
2528,603155,新亚强,15.28,-2.49,-0.39,35221.0,53694172.0,4.34,15.67,14.99,15.6,15.67,2.52,1.12,40.88,2.2,4825222304.0,4825222304.0,0.07,-0.2,-14.16,17.09
2529,301267,华厦眼科,19.98,-2.49,-0.51,40723.0,81716656.0,3.17,20.45,19.8,20.45,20.49,1.51,1.24,29.76,2.87,16783200000.0,6570000923.0,0.15,0.0,5.32,6.16
2530,600789,鲁抗医药,9.79,-2.49,-0.25,160998.0,158726757.0,2.59,10.0,9.74,9.99,10.04,1.41,1.79,41.18,2.23,8797975697.0,8797975697.0,0.0,-0.2,-4.39,3.71
2531,688399,硕世生物,63.92,-2.49,-1.63,11394.0,73507971.0,4.13,66.32,63.61,65.34,65.55,1.1,1.36,671.37,1.81,5361080406.0,5361080406.0,-0.06,0.13,27.58,55.86
2532,301372,科净源,24.3,-2.49,-0.62,14753.0,35635902.2,5.98,25.09,23.6,25.0,24.92,2.15,3.58,64.94,2.12,1666285749.0,1000441814.0,0.08,0.5,6.72,19.88
2533,600819,耀皮玻璃,7.06,-2.49,-0.18,168779.0,118913092.0,4.28,7.23,6.92,7.18,7.24,1.49,2.26,38.21,1.87,6600507447.0,5276757433.0,0.28,0.28,20.89,31.72
2534,300200,高盟新材,9.8,-2.49,-0.25,84598.0,82890940.0,4.68,10.07,9.6,10.05,10.05,1.67,2.0,27.56,2.63,4223537419.0,4147978008.0,0.31,0.0,-4.2,20.39
2535,688063,派能科技,57.57,-2.49,-1.47,55621.0,327130973.0,4.74,60.15,57.35,58.68,59.04,1.67,2.27,507.68,1.55,14125331965.0,14125331965.0,0.0,0.02,26.0,45.34
2536,688567,孚能科技,20.35,-2.49,-0.52,196412.0,405188831.0,4.84,21.14,20.13,20.83,20.87,1.28,1.61,-76.78,2.53,24869814060.0,24869814060.0,0.05,0.44,41.52,75.43
2537,600078,澄星股份,6.27,-2.49,-0.16,64327.0,40518515.0,3.42,6.43,6.21,6.41,6.43,1.86,0.97,111.91,2.47,4154331838.0,4154331838.0,0.32,0.0,10.78,8.1
2538,300538,同益股份,16.05,-2.49,-0.41,34136.0,54790409.0,5.35,16.59,15.71,16.47,16.46,1.52,2.82,259.54,3.04,2919793097.0,1941813230.0,0.63,0.06,1.39,5.38
2539,603991,至正股份,60.8,-2.49,-1.55,16128.0,98251103.0,3.06,62.2,60.29,62.2,62.35,2.27,2.16,-100.05,22.1,4531727878.0,4531727878.0,0.0,0.0,-6.2,16.48
2540,000612,焦作万方,7.82,-2.49,-0.2,195776.0,154767943.42,3.49,8.07,7.79,8.06,8.02,1.07,1.64,8.7,1.41,9322999261.0,9316905526.0,0.0,-0.13,-1.14,24.32
2541,002551,尚荣医疗,3.91,-2.49,-0.1,148757.0,58054185.0,4.24,4.02,3.85,4.02,4.01,1.15,2.43,-213.06,1.26,3305883800.0,2389740083.0,0.26,0.0,1.3,27.36
2542,600876,凯盛新能,10.2,-2.49,-0.26,20639.0,21108478.0,4.02,10.5,10.08,10.46,10.46,1.57,0.52,-7.33,1.85,6585884623.0,4035884623.0,0.0,0.1,-4.32,7.48
2543,002569,*ST步森,9.36,-2.5,-0.24,9935.0,9388392.0,3.33,9.62,9.3,9.6,9.6,1.24,0.71,-64.43,56.1,1347933600.0,1309992138.0,-0.43,-0.43,-8.86,-10.6
2544,002026,山东威达,13.25,-2.5,-0.34,79955.0,106607341.61,3.24,13.64,13.2,13.64,13.59,1.32,1.89,18.49,1.58,5837048192.0,5604667174.0,0.15,-0.23,9.78,35.76
2545,300658,延江股份,8.18,-2.5,-0.21,71377.0,58052103.4,4.89,8.41,8.0,8.26,8.39,0.84,3.17,52.67,2.03,2722010379.0,1844704635.0,0.25,-0.12,24.7,58.83
2546,300261,雅本化学,7.01,-2.5,-0.18,108345.0,76151459.03,3.34,7.18,6.94,7.15,7.19,1.47,1.16,-389.51,3.36,6752799392.0,6562574581.0,0.14,0.57,-3.04,2.34
2547,300796,贝斯美,9.76,-2.5,-0.25,53655.0,52690242.36,3.8,10.05,9.67,10.01,10.01,1.5,1.49,50.78,2.04,3524754431.0,3524754431.0,-0.1,0.1,-5.79,-4.41
2548,300489,光智科技,45.17,-2.5,-1.16,24671.0,111769993.5,4.14,46.52,44.6,46.37,46.33,1.35,1.8,129.56,9.52,6218681957.0,6195694763.0,0.11,-0.04,9.11,-17.39
2549,002361,神剑股份,6.23,-2.5,-0.16,132000.0,82933394.44,3.76,6.44,6.2,6.44,6.39,1.28,1.63,125.54,2.63,5924947857.0,5040836190.0,0.0,-0.16,0.97,15.37
2550,603897,长城科技,24.96,-2.5,-0.64,33064.0,83014255.0,3.75,25.72,24.76,25.57,25.6,1.88,1.6,18.77,2.15,5152634598.0,5152634598.0,0.04,0.04,2.72,13.45
2551,002719,麦趣尔,8.59,-2.5,-0.22,70839.0,60523568.6,4.31,8.79,8.41,8.77,8.81,2.0,4.38,483.58,6.6,1495857936.0,1390386806.0,0.59,0.35,-5.6,9.71
2552,002548,金新农,5.07,-2.5,-0.13,455834.0,236578892.24,7.31,5.4,5.02,5.2,5.2,1.25,5.67,-86.82,2.74,4081824846.0,4078670464.0,0.2,0.8,32.72,27.71
2553,001367,海森药业,23.32,-2.51,-0.6,12555.0,29468423.48,3.68,23.99,23.11,23.92,23.92,1.49,3.24,29.14,2.53,3542924581.0,902691851.0,0.09,0.0,3.74,27.5
2554,000534,万泽股份,15.15,-2.51,-0.39,64170.0,97251767.6,3.93,15.51,14.9,15.42,15.54,1.38,1.28,32.34,5.1,7724012612.0,7577778752.0,0.2,0.0,1.95,18.17
2555,600017,日照港,3.11,-2.51,-0.08,313577.0,98235587.0,2.19,3.17,3.1,3.16,3.19,1.86,1.02,13.35,0.69,9565283592.0,9565283592.0,0.0,-0.32,-0.32,0.0
2556,600829,人民同泰,7.76,-2.51,-0.2,44269.0,34427142.0,4.27,8.0,7.66,7.98,7.96,1.38,0.76,31.0,1.52,4499935513.0,4499935513.0,0.13,0.26,4.58,3.47
2557,603836,海程邦达,13.61,-2.51,-0.35,21792.0,29800844.0,3.72,14.0,13.48,14.0,13.96,1.69,1.06,77.96,1.56,2793251576.0,2793251576.0,0.07,0.07,1.49,13.32
2558,000680,山推股份,9.72,-2.51,-0.25,203302.0,200019380.0,3.81,10.03,9.65,9.97,9.97,1.3,1.55,12.83,2.57,14581386189.0,12778901535.0,0.21,0.31,8.0,1.14
2559,301306,西测测试,52.5,-2.51,-1.35,13935.0,73391188.25,5.09,54.28,51.54,53.45,53.85,1.44,2.39,-36.68,4.62,4431000000.0,3060750000.0,0.15,0.08,11.51,40.49
2560,603341,龙旗科技,44.26,-2.51,-1.14,44312.0,198649161.0,3.48,45.65,44.07,45.65,45.4,0.85,1.66,29.21,3.73,20774827137.0,11782579900.0,-0.11,-0.02,10.26,-4.32
2561,300907,康平科技,38.5,-2.51,-0.99,20833.0,81133918.35,4.23,39.98,38.31,39.47,39.49,0.61,2.17,41.7,4.64,3696000000.0,3696000000.0,0.05,0.05,42.28,82.98
2562,603489,八方股份,25.25,-2.51,-0.65,19010.0,48232465.0,3.82,25.99,25.0,25.91,25.9,1.21,0.81,92.01,2.23,5924103970.0,5924103970.0,0.0,0.0,-6.9,6.45
2563,600497,驰宏锌锗,5.82,-2.51,-0.15,567585.0,333999061.0,3.18,6.0,5.81,5.96,5.97,1.14,1.13,15.73,1.79,29335014411.0,29335014411.0,-0.17,-0.17,9.19,6.99
2564,300034,钢研高纳,15.53,-2.51,-0.4,71621.0,111719287.2,3.64,15.95,15.37,15.89,15.93,1.6,0.93,96.99,3.3,12376813073.0,11906013281.0,0.19,0.13,-5.88,0.19
2565,601236,红塔证券,8.56,-2.51,-0.22,138539.0,119208945.0,2.73,8.75,8.51,8.75,8.78,1.3,0.29,30.11,1.6,40375703072.0,40375703072.0,-0.12,-0.12,1.66,2.03
2566,002478,常宝股份,5.44,-2.51,-0.14,90558.0,49386122.0,3.05,5.56,5.39,5.54,5.58,1.81,1.25,9.62,0.85,4901365080.0,3931629103.0,0.37,0.37,3.23,7.3
2567,002205,国统股份,12.84,-2.51,-0.33,40445.0,51556245.64,6.07,13.25,12.45,13.25,13.17,1.35,2.18,-47.2,6.69,2386227048.0,2386227048.0,0.39,0.39,12.93,44.11
